수집일시,소노사업장,사업장ID,경쟁사명,OTA,체크인,체크아웃,객실유형,판매가(원),통화,판매상태,URL,오류,is_own,is_promo,별점(10점),리뷰수
2026-04-16 06:27:33,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-09,2026-05-10,스탠다드 20평 - 펫룸,232750,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-09&checkOutDate=2026-05-10,,False,False,4.3,1988
2026-04-16 06:27:33,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-09,2026-05-10,스위트 30평 - 펫룸,255250,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-09&checkOutDate=2026-05-10,,False,False,4.3,1988
2026-04-16 06:27:33,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-09,2026-05-10,스카이 스탠다드 20평 - 펫룸,283750,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-09&checkOutDate=2026-05-10,,False,False,4.3,1988
2026-04-16 06:27:33,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-09,2026-05-10,카카오 스카이스탠다드패밀리,321750,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-09&checkOutDate=2026-05-10,,False,False,4.3,1988
2026-04-16 06:27:33,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-09,2026-05-10,스카이 스위트 벙커 30평,369250,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-09&checkOutDate=2026-05-10,,False,False,4.3,1988
2026-04-16 06:27:33,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-09,2026-05-10,스카이 스위트 패밀리,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-09&checkOutDate=2026-05-10,,False,False,4.3,1988
2026-04-16 06:27:33,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-09,2026-05-10,스카이 로얄스위트 50평,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-09&checkOutDate=2026-05-10,,False,False,4.3,1988
2026-04-16 06:27:33,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-09,2026-05-10,스카이 로얄 40평,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-09&checkOutDate=2026-05-10,,False,False,4.3,1988
2026-04-16 06:27:33,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-09,2026-05-10,유로빌라 로얄스위트 50평,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-09&checkOutDate=2026-05-10,,False,False,4.3,1988
2026-04-16 06:27:35,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-10,2026-05-11,스탠다드 20평,80750,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-10&checkOutDate=2026-05-11,,False,False,4.3,1988
2026-04-16 06:27:35,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-10,2026-05-11,스카이 스탠다드 20평,121125,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-10&checkOutDate=2026-05-11,,False,False,4.3,1988
2026-04-16 06:27:35,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-10,2026-05-11,스위트 30평,121125,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-10&checkOutDate=2026-05-11,,False,False,4.3,1988
2026-04-16 06:27:35,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-10,2026-05-11,스탠다드 20평 - 펫룸,123500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-10&checkOutDate=2026-05-11,,False,False,4.3,1988
2026-04-16 06:27:35,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-10,2026-05-11,스카이 스위트 30평,161500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-10&checkOutDate=2026-05-11,,False,False,4.3,1988
2026-04-16 06:27:35,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-10,2026-05-11,스카이 스탠다드 패밀리,170050,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-10&checkOutDate=2026-05-11,,False,False,4.3,1988
2026-04-16 06:27:35,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-10,2026-05-11,유로빌라 로얄 40평,170050,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-10&checkOutDate=2026-05-11,,False,False,4.3,1988
2026-04-16 06:27:35,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-10,2026-05-11,스위트 30평 - 펫룸,171000,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-10&checkOutDate=2026-05-11,,False,False,4.3,1988
2026-04-16 06:27:35,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-10,2026-05-11,스카이 스탠다드 20평 - 펫룸,199500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-10&checkOutDate=2026-05-11,,False,False,4.3,1988
2026-04-16 06:27:35,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-10,2026-05-11,스카이 로얄 40평,201875,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-10&checkOutDate=2026-05-11,,False,False,4.3,1988
2026-04-16 06:27:35,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-10,2026-05-11,카카오 스카이스탠다드패밀리,212500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-10&checkOutDate=2026-05-11,,False,False,4.3,1988
2026-04-16 06:27:35,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-10,2026-05-11,유로빌라 로얄스위트 50평,212500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-10&checkOutDate=2026-05-11,,False,False,4.3,1988
2026-04-16 06:27:35,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-10,2026-05-11,스카이 스위트 패밀리,218500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-10&checkOutDate=2026-05-11,,False,False,4.3,1988
2026-04-16 06:27:35,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-10,2026-05-11,스카이 스위트 벙커 30평,260000,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-10&checkOutDate=2026-05-11,,False,False,4.3,1988
2026-04-16 06:27:35,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-10,2026-05-11,스카이 로얄스위트 50평,260000,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-10&checkOutDate=2026-05-11,,False,False,4.3,1988
2026-04-16 06:27:38,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-11,2026-05-12,스탠다드 20평,80750,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-11&checkOutDate=2026-05-12,,False,False,4.3,1988
2026-04-16 06:27:38,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-11,2026-05-12,스카이 스탠다드 20평,121125,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-11&checkOutDate=2026-05-12,,False,False,4.3,1988
2026-04-16 06:27:38,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-11,2026-05-12,스위트 30평,121125,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-11&checkOutDate=2026-05-12,,False,False,4.3,1988
2026-04-16 06:27:38,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-11,2026-05-12,스탠다드 20평 - 펫룸,123500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-11&checkOutDate=2026-05-12,,False,False,4.3,1988
2026-04-16 06:27:38,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-11,2026-05-12,스카이 스위트 30평,161500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-11&checkOutDate=2026-05-12,,False,False,4.3,1988
2026-04-16 06:27:38,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-11,2026-05-12,스카이 스탠다드 패밀리,170050,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-11&checkOutDate=2026-05-12,,False,False,4.3,1988
2026-04-16 06:27:38,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-11,2026-05-12,스위트 30평 - 펫룸,171000,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-11&checkOutDate=2026-05-12,,False,False,4.3,1988
2026-04-16 06:27:38,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-11,2026-05-12,스카이 스탠다드 20평 - 펫룸,199500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-11&checkOutDate=2026-05-12,,False,False,4.3,1988
2026-04-16 06:27:38,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-11,2026-05-12,스카이 로얄 40평,201875,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-11&checkOutDate=2026-05-12,,False,False,4.3,1988
2026-04-16 06:27:38,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-11,2026-05-12,카카오 스카이스탠다드패밀리,212500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-11&checkOutDate=2026-05-12,,False,False,4.3,1988
2026-04-16 06:27:38,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-11,2026-05-12,유로빌라 로얄스위트 50평,212500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-11&checkOutDate=2026-05-12,,False,False,4.3,1988
2026-04-16 06:27:38,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-11,2026-05-12,스카이 스위트 패밀리,218500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-11&checkOutDate=2026-05-12,,False,False,4.3,1988
2026-04-16 06:27:38,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-11,2026-05-12,스카이 스위트 벙커 30평,260000,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-11&checkOutDate=2026-05-12,,False,False,4.3,1988
2026-04-16 06:27:38,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-11,2026-05-12,스카이 로얄스위트 50평,260000,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-11&checkOutDate=2026-05-12,,False,False,4.3,1988
2026-04-16 06:27:38,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-11,2026-05-12,유로빌라 로얄 40평,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-11&checkOutDate=2026-05-12,,False,False,4.3,1988
2026-04-16 06:27:40,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-12,2026-05-13,스탠다드 20평,80750,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-12&checkOutDate=2026-05-13,,False,False,4.3,1988
2026-04-16 06:27:40,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-12,2026-05-13,스카이 스탠다드 20평,121125,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-12&checkOutDate=2026-05-13,,False,False,4.3,1988
2026-04-16 06:27:40,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-12,2026-05-13,스위트 30평,121125,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-12&checkOutDate=2026-05-13,,False,False,4.3,1988
2026-04-16 06:27:40,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-12,2026-05-13,스탠다드 20평 - 펫룸,123500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-12&checkOutDate=2026-05-13,,False,False,4.3,1988
2026-04-16 06:27:40,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-12,2026-05-13,스카이 스위트 30평,161500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-12&checkOutDate=2026-05-13,,False,False,4.3,1988
2026-04-16 06:27:40,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-12,2026-05-13,스카이 스탠다드 패밀리,170050,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-12&checkOutDate=2026-05-13,,False,False,4.3,1988
2026-04-16 06:27:40,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-12,2026-05-13,스위트 30평 - 펫룸,171000,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-12&checkOutDate=2026-05-13,,False,False,4.3,1988
2026-04-16 06:27:40,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-12,2026-05-13,스카이 스탠다드 20평 - 펫룸,199500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-12&checkOutDate=2026-05-13,,False,False,4.3,1988
2026-04-16 06:27:40,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-12,2026-05-13,스카이 로얄 40평,201875,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-12&checkOutDate=2026-05-13,,False,False,4.3,1988
2026-04-16 06:27:40,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-12,2026-05-13,카카오 스카이스탠다드패밀리,212500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-12&checkOutDate=2026-05-13,,False,False,4.3,1988
2026-04-16 06:27:40,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-12,2026-05-13,유로빌라 로얄스위트 50평,212500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-12&checkOutDate=2026-05-13,,False,False,4.3,1988
2026-04-16 06:27:40,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-12,2026-05-13,스카이 스위트 패밀리,218500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-12&checkOutDate=2026-05-13,,False,False,4.3,1988
2026-04-16 06:27:40,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-12,2026-05-13,스카이 스위트 벙커 30평,260000,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-12&checkOutDate=2026-05-13,,False,False,4.3,1988
2026-04-16 06:27:40,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-12,2026-05-13,스카이 로얄스위트 50평,260000,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-12&checkOutDate=2026-05-13,,False,False,4.3,1988
2026-04-16 06:27:40,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-12,2026-05-13,유로빌라 로얄 40평,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-12&checkOutDate=2026-05-13,,False,False,4.3,1988
2026-04-16 06:27:43,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-13,2026-05-14,스탠다드 20평,80750,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-13&checkOutDate=2026-05-14,,False,False,4.3,1988
2026-04-16 06:27:43,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-13,2026-05-14,스카이 스탠다드 20평,121125,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-13&checkOutDate=2026-05-14,,False,False,4.3,1988
2026-04-16 06:27:43,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-13,2026-05-14,스탠다드 20평 - 펫룸,123500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-13&checkOutDate=2026-05-14,,False,False,4.3,1988
2026-04-16 06:27:43,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-13,2026-05-14,스카이 스위트 30평,161500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-13&checkOutDate=2026-05-14,,False,False,4.3,1988
2026-04-16 06:27:43,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-13,2026-05-14,스카이 스탠다드 패밀리,170050,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-13&checkOutDate=2026-05-14,,False,False,4.3,1988
2026-04-16 06:27:43,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-13,2026-05-14,유로빌라 로얄 40평,170050,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-13&checkOutDate=2026-05-14,,False,False,4.3,1988
2026-04-16 06:27:43,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-13,2026-05-14,스카이 스탠다드 20평 - 펫룸,199500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-13&checkOutDate=2026-05-14,,False,False,4.3,1988
2026-04-16 06:27:43,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-13,2026-05-14,스카이 로얄 40평,201875,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-13&checkOutDate=2026-05-14,,False,False,4.3,1988
2026-04-16 06:27:43,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-13,2026-05-14,카카오 스카이스탠다드패밀리,212500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-13&checkOutDate=2026-05-14,,False,False,4.3,1988
2026-04-16 06:27:43,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-13,2026-05-14,유로빌라 로얄스위트 50평,212500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-13&checkOutDate=2026-05-14,,False,False,4.3,1988
2026-04-16 06:27:43,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-13,2026-05-14,스카이 스위트 패밀리,218500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-13&checkOutDate=2026-05-14,,False,False,4.3,1988
2026-04-16 06:27:43,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-13,2026-05-14,스카이 스위트 벙커 30평,260000,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-13&checkOutDate=2026-05-14,,False,False,4.3,1988
2026-04-16 06:27:43,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-13,2026-05-14,스카이 로얄스위트 50평,260000,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-13&checkOutDate=2026-05-14,,False,False,4.3,1988
2026-04-16 06:27:43,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-13,2026-05-14,스위트 30평 - 펫룸,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-13&checkOutDate=2026-05-14,,False,False,4.3,1988
2026-04-16 06:27:43,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-13,2026-05-14,스위트 30평,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-13&checkOutDate=2026-05-14,,False,False,4.3,1988
2026-04-16 06:27:45,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-14,2026-05-15,스탠다드 20평,80750,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-14&checkOutDate=2026-05-15,,False,False,4.3,1988
2026-04-16 06:27:45,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-14,2026-05-15,스카이 스탠다드 20평,121125,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-14&checkOutDate=2026-05-15,,False,False,4.3,1988
2026-04-16 06:27:45,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-14,2026-05-15,스탠다드 20평 - 펫룸,123500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-14&checkOutDate=2026-05-15,,False,False,4.3,1988
2026-04-16 06:27:45,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-14,2026-05-15,스카이 스위트 30평,161500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-14&checkOutDate=2026-05-15,,False,False,4.3,1988
2026-04-16 06:27:45,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-14,2026-05-15,스카이 스탠다드 패밀리,170050,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-14&checkOutDate=2026-05-15,,False,False,4.3,1988
2026-04-16 06:27:45,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-14,2026-05-15,유로빌라 로얄 40평,170050,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-14&checkOutDate=2026-05-15,,False,False,4.3,1988
2026-04-16 06:27:45,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-14,2026-05-15,스카이 스탠다드 20평 - 펫룸,199500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-14&checkOutDate=2026-05-15,,False,False,4.3,1988
2026-04-16 06:27:45,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-14,2026-05-15,스카이 로얄 40평,201875,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-14&checkOutDate=2026-05-15,,False,False,4.3,1988
2026-04-16 06:27:45,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-14,2026-05-15,카카오 스카이스탠다드패밀리,212500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-14&checkOutDate=2026-05-15,,False,False,4.3,1988
2026-04-16 06:27:45,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-14,2026-05-15,유로빌라 로얄스위트 50평,212500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-14&checkOutDate=2026-05-15,,False,False,4.3,1988
2026-04-16 06:27:45,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-14,2026-05-15,스카이 스위트 패밀리,218500,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-14&checkOutDate=2026-05-15,,False,False,4.3,1988
2026-04-16 06:27:45,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-14,2026-05-15,스카이 스위트 벙커 30평,260000,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-14&checkOutDate=2026-05-15,,False,False,4.3,1988
2026-04-16 06:27:45,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-14,2026-05-15,스카이 로얄스위트 50평,260000,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-14&checkOutDate=2026-05-15,,False,False,4.3,1988
2026-04-16 06:27:45,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-14,2026-05-15,스위트 30평 - 펫룸,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-14&checkOutDate=2026-05-15,,False,False,4.3,1988
2026-04-16 06:27:45,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-14,2026-05-15,스위트 30평,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-14&checkOutDate=2026-05-15,,False,False,4.3,1988
2026-04-16 06:27:48,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-15,2026-05-16,스탠다드 20평,133238,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-15&checkOutDate=2026-05-16,,False,False,4.3,1988
2026-04-16 06:27:48,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-15,2026-05-16,스카이 스탠다드 20평,173613,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-15&checkOutDate=2026-05-16,,False,False,4.3,1988
2026-04-16 06:27:48,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-15,2026-05-16,스위트 30평,173613,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-15&checkOutDate=2026-05-16,,False,False,4.3,1988
2026-04-16 06:27:48,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-15,2026-05-16,스탠다드 20평 - 펫룸,185250,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-15&checkOutDate=2026-05-16,,False,False,4.3,1988
2026-04-16 06:27:48,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-15,2026-05-16,스카이 스위트 30평,213988,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-15&checkOutDate=2026-05-16,,False,False,4.3,1988
2026-04-16 06:27:48,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-15,2026-05-16,스카이 스탠다드 패밀리,217550,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-15&checkOutDate=2026-05-16,,False,False,4.3,1988
2026-04-16 06:27:48,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-15,2026-05-16,유로빌라 로얄 40평,217550,KRW,available,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-15&checkOutDate=2026-05-16,,False,False,4.3,1988
