수집일시,소노사업장,사업장ID,경쟁사명,OTA,체크인,체크아웃,객실유형,객실카테고리,판매가(원),통화,판매상태,URL,오류,is_own,is_promo,별점(10점),리뷰수
2026-04-26 19:00:12,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-08,2026-05-09,소노캄A,,289000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-08&checkOutDate=2026-05-09,,True,False,4.7,731
2026-04-26 19:00:12,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-08,2026-05-09,소노캄B,,324000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-08&checkOutDate=2026-05-09,,True,False,4.7,731
2026-04-26 19:00:14,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-09,2026-05-10,패밀리,패밀리,240000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-09&checkOutDate=2026-05-10,,True,False,4.7,731
2026-04-26 19:00:14,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-09,2026-05-10,소노캄A,,329000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-09&checkOutDate=2026-05-10,,True,False,4.7,731
2026-04-26 19:00:14,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-09,2026-05-10,소노캄B,,382000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-09&checkOutDate=2026-05-10,,True,False,4.7,731
2026-04-26 19:00:14,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-09,2026-05-10,스위트,스위트,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-09&checkOutDate=2026-05-10,,True,False,4.7,731
2026-04-26 19:00:17,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-15,2026-05-16,스위트,스위트,214000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-15&checkOutDate=2026-05-16,,True,False,4.7,731
2026-04-26 19:00:17,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-15,2026-05-16,소노캄A,,289000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-15&checkOutDate=2026-05-16,,True,False,4.7,731
2026-04-26 19:00:17,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-15,2026-05-16,소노캄B,,324000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-15&checkOutDate=2026-05-16,,True,False,4.7,731
2026-04-26 19:00:17,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-15,2026-05-16,패밀리,패밀리,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-15&checkOutDate=2026-05-16,,True,False,4.7,731
2026-04-26 19:00:19,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-16,2026-05-17,패밀리,패밀리,240000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-16&checkOutDate=2026-05-17,,True,False,4.7,731
2026-04-26 19:00:19,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-16,2026-05-17,소노캄A,,329000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-16&checkOutDate=2026-05-17,,True,False,4.7,731
2026-04-26 19:00:19,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-16,2026-05-17,소노캄B,,382000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-16&checkOutDate=2026-05-17,,True,False,4.7,731
2026-04-26 19:00:19,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-16,2026-05-17,스위트,스위트,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-16&checkOutDate=2026-05-17,,True,False,4.7,731
2026-04-26 19:00:22,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-22,2026-05-23,패밀리,패밀리,298000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-22&checkOutDate=2026-05-23,,True,False,4.7,731
2026-04-26 19:00:22,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-22,2026-05-23,스위트,스위트,338000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-22&checkOutDate=2026-05-23,,True,False,4.7,731
2026-04-26 19:00:22,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-22,2026-05-23,소노캄A,,373000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-22&checkOutDate=2026-05-23,,True,False,4.7,731
2026-04-26 19:00:22,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-22,2026-05-23,소노캄B,,434000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-22&checkOutDate=2026-05-23,,True,False,4.7,731
2026-04-26 19:00:24,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-23,2026-05-24,패밀리,패밀리,298000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-23&checkOutDate=2026-05-24,,True,False,4.7,731
2026-04-26 19:00:24,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-23,2026-05-24,스위트,스위트,338000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-23&checkOutDate=2026-05-24,,True,False,4.7,731
2026-04-26 19:00:24,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-23,2026-05-24,소노캄A,,373000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-23&checkOutDate=2026-05-24,,True,False,4.7,731
2026-04-26 19:00:24,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-23,2026-05-24,소노캄B,,434000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-23&checkOutDate=2026-05-24,,True,False,4.7,731
2026-04-26 19:00:26,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-24,2026-05-25,패밀리,패밀리,298000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-24&checkOutDate=2026-05-25,,True,False,4.7,731
2026-04-26 19:00:26,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-24,2026-05-25,스위트,스위트,338000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-24&checkOutDate=2026-05-25,,True,False,4.7,731
2026-04-26 19:00:26,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-24,2026-05-25,소노캄A,,373000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-24&checkOutDate=2026-05-25,,True,False,4.7,731
2026-04-26 19:00:26,소노캄 비발디파크,sonocam_vivaldi,소노캄 비발디파크,야놀자,2026-05-24,2026-05-25,소노캄B,,434000.0,KRW,available,https://nol.yanolja.com/stay/domestic/3013069?checkInDate=2026-05-24&checkOutDate=2026-05-25,,True,False,4.7,731
2026-04-26 19:00:29,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-01,2026-05-02,스탠다드 B 트리플,스탠다드,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-01&checkOutDate=2026-05-02,,False,False,4.4,731
2026-04-26 19:00:29,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-01,2026-05-02,럭셔리 B,,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-01&checkOutDate=2026-05-02,,False,False,4.4,731
2026-04-26 19:00:29,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-01,2026-05-02,스위트 B,스위트,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-01&checkOutDate=2026-05-02,,False,False,4.4,731
2026-04-26 19:00:29,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-01,2026-05-02,패밀리,패밀리,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-01&checkOutDate=2026-05-02,,False,False,4.4,731
2026-04-26 19:00:29,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-01,2026-05-02,스탠다드 B,스탠다드,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-01&checkOutDate=2026-05-02,,False,False,4.4,731
2026-04-26 19:00:29,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-01,2026-05-02,스탠다드 A,스탠다드,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-01&checkOutDate=2026-05-02,,False,False,4.4,731
2026-04-26 19:00:31,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-02,2026-05-03,스위트 B,스위트,267810.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-02&checkOutDate=2026-05-03,,False,False,4.4,731
2026-04-26 19:00:31,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-02,2026-05-03,스탠다드 B 트리플,스탠다드,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-02&checkOutDate=2026-05-03,,False,False,4.4,731
2026-04-26 19:00:31,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-02,2026-05-03,럭셔리 B,,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-02&checkOutDate=2026-05-03,,False,False,4.4,731
2026-04-26 19:00:31,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-02,2026-05-03,패밀리,패밀리,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-02&checkOutDate=2026-05-03,,False,False,4.4,731
2026-04-26 19:00:31,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-02,2026-05-03,스탠다드 B,스탠다드,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-02&checkOutDate=2026-05-03,,False,False,4.4,731
2026-04-26 19:00:31,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-02,2026-05-03,스탠다드 A,스탠다드,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-02&checkOutDate=2026-05-03,,False,False,4.4,731
2026-04-26 19:00:34,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-08,2026-05-09,스탠다드 A,스탠다드,109610.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-08&checkOutDate=2026-05-09,,False,False,4.4,731
2026-04-26 19:00:34,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-08,2026-05-09,스탠다드 B,스탠다드,125430.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-08&checkOutDate=2026-05-09,,False,False,4.4,731
2026-04-26 19:00:34,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-08,2026-05-09,스탠다드 B 트리플,스탠다드,131080.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-08&checkOutDate=2026-05-09,,False,False,4.4,731
2026-04-26 19:00:34,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-08,2026-05-09,패밀리,패밀리,161590.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-08&checkOutDate=2026-05-09,,False,False,4.4,731
2026-04-26 19:00:34,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-08,2026-05-09,스위트 B,스위트,190970.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-08&checkOutDate=2026-05-09,,False,False,4.4,731
2026-04-26 19:00:34,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-08,2026-05-09,럭셔리 B,,222610.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-08&checkOutDate=2026-05-09,,False,False,4.4,731
2026-04-26 19:00:36,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-09,2026-05-10,스탠다드 A,스탠다드,109610.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-09&checkOutDate=2026-05-10,,False,False,4.4,731
2026-04-26 19:00:36,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-09,2026-05-10,스탠다드 B,스탠다드,125430.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-09&checkOutDate=2026-05-10,,False,False,4.4,731
2026-04-26 19:00:36,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-09,2026-05-10,스탠다드 B 트리플,스탠다드,131080.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-09&checkOutDate=2026-05-10,,False,False,4.4,731
2026-04-26 19:00:36,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-09,2026-05-10,패밀리,패밀리,161590.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-09&checkOutDate=2026-05-10,,False,False,4.4,731
2026-04-26 19:00:36,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-09,2026-05-10,스위트 B,스위트,190970.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-09&checkOutDate=2026-05-10,,False,False,4.4,731
2026-04-26 19:00:36,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-09,2026-05-10,럭셔리 B,,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-09&checkOutDate=2026-05-10,,False,False,4.4,731
2026-04-26 19:00:39,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-15,2026-05-16,스탠다드 A,스탠다드,109610.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-15&checkOutDate=2026-05-16,,False,False,4.4,731
2026-04-26 19:00:39,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-15,2026-05-16,스탠다드 B,스탠다드,125430.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-15&checkOutDate=2026-05-16,,False,False,4.4,731
2026-04-26 19:00:39,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-15,2026-05-16,스탠다드 B 트리플,스탠다드,131080.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-15&checkOutDate=2026-05-16,,False,False,4.4,731
2026-04-26 19:00:39,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-15,2026-05-16,패밀리,패밀리,161590.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-15&checkOutDate=2026-05-16,,False,False,4.4,731
2026-04-26 19:00:39,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-15,2026-05-16,스위트 B,스위트,190970.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-15&checkOutDate=2026-05-16,,False,False,4.4,731
2026-04-26 19:00:39,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-15,2026-05-16,럭셔리 B,,222610.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-15&checkOutDate=2026-05-16,,False,False,4.4,731
2026-04-26 19:00:42,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-16,2026-05-17,스탠다드 A,스탠다드,109610.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-16&checkOutDate=2026-05-17,,False,False,4.4,731
2026-04-26 19:00:42,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-16,2026-05-17,스탠다드 B,스탠다드,125430.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-16&checkOutDate=2026-05-17,,False,False,4.4,731
2026-04-26 19:00:42,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-16,2026-05-17,스탠다드 B 트리플,스탠다드,131080.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-16&checkOutDate=2026-05-17,,False,False,4.4,731
2026-04-26 19:00:42,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-16,2026-05-17,패밀리,패밀리,161590.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-16&checkOutDate=2026-05-17,,False,False,4.4,731
2026-04-26 19:00:42,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-16,2026-05-17,스위트 B,스위트,190970.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-16&checkOutDate=2026-05-17,,False,False,4.4,731
2026-04-26 19:00:42,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-16,2026-05-17,럭셔리 B,,222610.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-16&checkOutDate=2026-05-17,,False,False,4.4,731
2026-04-26 19:00:44,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-22,2026-05-23,스탠다드 A,스탠다드,109610.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-22&checkOutDate=2026-05-23,,False,False,4.4,731
2026-04-26 19:00:44,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-22,2026-05-23,스탠다드 B,스탠다드,125430.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-22&checkOutDate=2026-05-23,,False,False,4.4,731
2026-04-26 19:00:44,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-22,2026-05-23,스탠다드 B 트리플,스탠다드,131080.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-22&checkOutDate=2026-05-23,,False,False,4.4,731
2026-04-26 19:00:44,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-22,2026-05-23,패밀리,패밀리,161590.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-22&checkOutDate=2026-05-23,,False,False,4.4,731
2026-04-26 19:00:44,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-22,2026-05-23,스위트 B,스위트,190970.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-22&checkOutDate=2026-05-23,,False,False,4.4,731
2026-04-26 19:00:44,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-22,2026-05-23,럭셔리 B,,222610.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-22&checkOutDate=2026-05-23,,False,False,4.4,731
2026-04-26 19:00:46,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-23,2026-05-24,스탠다드 A,스탠다드,149160.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-23&checkOutDate=2026-05-24,,False,False,4.4,731
2026-04-26 19:00:46,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-23,2026-05-24,스탠다드 B,스탠다드,183060.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-23&checkOutDate=2026-05-24,,False,False,4.4,731
2026-04-26 19:00:46,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-23,2026-05-24,스탠다드 B 트리플,스탠다드,188710.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-23&checkOutDate=2026-05-24,,False,False,4.4,731
2026-04-26 19:00:46,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-23,2026-05-24,패밀리,패밀리,237300.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-23&checkOutDate=2026-05-24,,False,False,4.4,731
2026-04-26 19:00:46,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-23,2026-05-24,스위트 B,스위트,267810.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-23&checkOutDate=2026-05-24,,False,False,4.4,731
2026-04-26 19:00:46,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-23,2026-05-24,럭셔리 B,,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-23&checkOutDate=2026-05-24,,False,False,4.4,731
2026-04-26 19:00:49,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-24,2026-05-25,스탠다드 A,스탠다드,149160.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-24&checkOutDate=2026-05-25,,False,False,4.4,731
2026-04-26 19:00:49,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-24,2026-05-25,스탠다드 B,스탠다드,183060.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-24&checkOutDate=2026-05-25,,False,False,4.4,731
2026-04-26 19:00:49,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-24,2026-05-25,스탠다드 B 트리플,스탠다드,188710.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-24&checkOutDate=2026-05-25,,False,False,4.4,731
2026-04-26 19:00:49,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-24,2026-05-25,패밀리,패밀리,237300.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-24&checkOutDate=2026-05-25,,False,False,4.4,731
2026-04-26 19:00:49,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-24,2026-05-25,스위트 B,스위트,267810.0,KRW,available,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-24&checkOutDate=2026-05-25,,False,False,4.4,731
2026-04-26 19:00:49,소노캄 비발디파크,sonocam_vivaldi,웰리힐리파크,야놀자,2026-05-24,2026-05-25,럭셔리 B,,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3016118?checkInDate=2026-05-24&checkOutDate=2026-05-25,,False,False,4.4,731
2026-04-26 19:00:52,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-01,2026-05-02,스카이 스위트 벙커 30평,스위트,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-01&checkOutDate=2026-05-02,,False,False,4.4,1998
2026-04-26 19:00:52,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-01,2026-05-02,카카오 스카이스탠다드패밀리,패밀리,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-01&checkOutDate=2026-05-02,,False,False,4.4,1998
2026-04-26 19:00:52,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-01,2026-05-02,스카이 스탠다드 20평 - 펫룸,스탠다드,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-01&checkOutDate=2026-05-02,,False,False,4.4,1998
2026-04-26 19:00:52,소노캄 비발디파크,sonocam_vivaldi,휘닉스 리조트 평창,야놀자,2026-05-01,2026-05-02,스카이 스위트 패밀리,스위트,,KRW,sold_out,https://nol.yanolja.com/stay/domestic/3001676?checkInDate=2026-05-01&checkOutDate=2026-05-02,,False,False,4.4,1998
