property_name,competitor_name,ota,room_category,checkin_date,2026-04-17,2026-04-18,2026-04-19,2026-04-20,2026-04-21,2026-04-22,2026-04-23,2026-04-24,2026-04-25,2026-04-26,2026-04-27,2026-04-28,2026-04-29
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Agoda,패밀리,2026-05-09,,213233.0,213233.0,220033.0,220033.0,220033.0,220033.0,220033.0,220033.0,220033.0,220033.0,220033.0,220033.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Agoda,패밀리,2026-05-13,,,,,,,,,,,,,193200.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Agoda,패밀리,2026-05-15,,177092.0,177092.0,177094.0,177094.0,177094.0,177094.0,177094.0,177094.0,177094.0,177094.0,177094.0,177094.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Agoda,패밀리,2026-05-16,,213233.0,213233.0,213235.0,213235.0,213235.0,213235.0,213235.0,213235.0,213235.0,213235.0,213235.0,213235.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Agoda,패밀리,2026-05-20,,,,,,,,,,,,159752.0,159752.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Agoda,패밀리,2026-05-22,,,,,,230481.0,230481.0,226787.0,226787.0,226787.0,226787.0,226787.0,226787.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Agoda,패밀리,2026-05-23,,,,,,,323734.0,306723.0,306723.0,306723.0,306723.0,306723.0,306723.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Agoda,패밀리,2026-05-24,,,,,,,,339081.0,339081.0,330597.0,330597.0,327327.0,327327.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Agoda,패밀리,2026-05-27,,,,,,,,,,,,159602.0,159602.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Agoda,패밀리,2026-05-29,,,,,,,,,,,,,221000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,빌라,2026-04-24,,186000.0,186000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,빌라,2026-04-25,,207000.0,207000.0,205000.0,205000.0,205000.0,205000.0,205000.0,205000.0,205000.0,205000.0,205000.0,205000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,빌라,2026-04-29,,,,,,,,,,,,148000.0,148000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,빌라,2026-05-01,,,,463000.0,463000.0,463000.0,463000.0,463000.0,463000.0,463000.0,463000.0,463000.0,463000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,빌라,2026-05-02,,468000.0,468000.0,,,,,,,,,,
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,빌라,2026-05-06,,,,,,,,,,,,158000.0,158000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,빌라,2026-05-08,,197000.0,197000.0,194000.0,194000.0,194000.0,194000.0,194000.0,194000.0,194000.0,194000.0,194000.0,194000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,빌라,2026-05-09,,218000.0,218000.0,215000.0,215000.0,215000.0,215000.0,215000.0,215000.0,215000.0,215000.0,215000.0,215000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,빌라,2026-05-13,,,,,,,,,,,,185000.0,185000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,빌라,2026-05-15,,197000.0,197000.0,194000.0,194000.0,194000.0,194000.0,194000.0,194000.0,194000.0,194000.0,194000.0,194000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,빌라,2026-05-16,,,,215000.0,215000.0,215000.0,215000.0,215000.0,215000.0,215000.0,215000.0,215000.0,215000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,빌라,2026-05-20,,,,,,,,,,,,158000.0,158000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,빌라,2026-05-22,,,,,,211000.0,211000.0,211000.0,211000.0,211000.0,211000.0,211000.0,211000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,빌라,2026-05-24,,,,,,,,423000.0,423000.0,423000.0,423000.0,423000.0,415000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,빌라,2026-05-27,,,,,,,,,,,,158000.0,158000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,빌라,2026-05-29,,,,,,,,,,,,,212000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스위트,2026-04-24,,163000.0,163000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스위트,2026-04-25,,184000.0,184000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스위트,2026-04-29,,,,,,,,,,,,125000.0,125000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스위트,2026-05-01,,,,376000.0,376000.0,376000.0,376000.0,376000.0,376000.0,376000.0,376000.0,376000.0,376000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스위트,2026-05-02,,380000.0,380000.0,376000.0,376000.0,376000.0,376000.0,376000.0,376000.0,376000.0,376000.0,376000.0,376000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스위트,2026-05-06,,,,,,,,,,,,134000.0,134000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스위트,2026-05-08,,173000.0,173000.0,172000.0,172000.0,172000.0,172000.0,172000.0,172000.0,172000.0,172000.0,172000.0,172000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스위트,2026-05-09,,194000.0,194000.0,192000.0,192000.0,192000.0,192000.0,192000.0,192000.0,192000.0,192000.0,192000.0,192000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스위트,2026-05-13,,,,,,,,,,,,179000.0,179000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스위트,2026-05-15,,173000.0,173000.0,172000.0,172000.0,172000.0,172000.0,172000.0,172000.0,172000.0,172000.0,172000.0,172000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스위트,2026-05-16,,,,192000.0,192000.0,192000.0,192000.0,192000.0,192000.0,192000.0,192000.0,192000.0,192000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스위트,2026-05-20,,,,,,,,,,,,134000.0,134000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스위트,2026-05-22,,,,,,187000.0,187000.0,187000.0,187000.0,187000.0,187000.0,187000.0,187000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스위트,2026-05-23,,,,,,,389000.0,389000.0,389000.0,389000.0,389000.0,389000.0,389000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스위트,2026-05-27,,,,,,,,,,,,134000.0,134000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스위트,2026-05-29,,,,,,,,,,,,,188000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-04-24,,129000.0,129000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-04-25,,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-04-29,,,,,,,,,,,,99000.0,99000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-05-01,,,,280000.0,280000.0,280000.0,280000.0,280000.0,280000.0,280000.0,280000.0,280000.0,280000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-05-02,,331000.0,331000.0,328000.0,328000.0,319000.0,319000.0,319000.0,319000.0,319000.0,319000.0,319000.0,319000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-05-06,,,,,,,,,,,,99000.0,98000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-05-08,,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-05-09,,167000.0,167000.0,167000.0,167000.0,167000.0,167000.0,167000.0,167000.0,167000.0,167000.0,167000.0,167000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-05-13,,,,,,,,,,,,120000.0,119000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-05-15,,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-05-16,,,,167000.0,167000.0,167000.0,167000.0,167000.0,167000.0,167000.0,167000.0,167000.0,167000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-05-20,,,,,,,,,,,,99000.0,99000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-05-22,,,,,,158000.0,158000.0,158000.0,158000.0,158000.0,152000.0,152000.0,152000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-05-23,,,,,,,339000.0,339000.0,339000.0,339000.0,339000.0,339000.0,339000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-05-24,,,,,,,,450000.0,450000.0,450000.0,360000.0,360000.0,357000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-05-27,,,,,,,,,,,,99000.0,99000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,스탠다드,2026-05-29,,,,,,,,,,,,,153000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,온돌,2026-04-24,,215000.0,215000.0,213000.0,213000.0,213000.0,213000.0,213000.0,213000.0,213000.0,213000.0,213000.0,213000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,온돌,2026-04-25,,254000.0,254000.0,251000.0,251000.0,251000.0,251000.0,251000.0,251000.0,251000.0,251000.0,251000.0,251000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,온돌,2026-04-29,,,,,,,,,,,,169000.0,169000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,온돌,2026-05-01,,,,376000.0,376000.0,376000.0,376000.0,376000.0,376000.0,376000.0,376000.0,376000.0,376000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,온돌,2026-05-02,,380000.0,380000.0,424000.0,424000.0,424000.0,424000.0,424000.0,424000.0,424000.0,424000.0,424000.0,424000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,온돌,2026-05-06,,,,,,,,,,,,179000.0,179000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,온돌,2026-05-08,,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,온돌,2026-05-09,,269000.0,269000.0,269000.0,269000.0,269000.0,269000.0,269000.0,269000.0,269000.0,269000.0,269000.0,269000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,온돌,2026-05-13,,,,,,,,,,,,179000.0,179000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,온돌,2026-05-15,,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,온돌,2026-05-16,,,,269000.0,269000.0,269000.0,269000.0,269000.0,269000.0,269000.0,269000.0,269000.0,269000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,온돌,2026-05-20,,,,,,,,,,,,179000.0,179000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,온돌,2026-05-22,,,,,,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0,229000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,온돌,2026-05-24,,,,,,,,389000.0,389000.0,389000.0,389000.0,389000.0,389000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,온돌,2026-05-27,,,,,,,,,,,,179000.0,179000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,온돌,2026-05-29,,,,,,,,,,,,,245000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,패밀리,2026-04-25,,,,,,,,268000.0,268000.0,268000.0,268000.0,268000.0,268000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,패밀리,2026-05-02,,448000.0,448000.0,520000.0,520000.0,520000.0,520000.0,520000.0,520000.0,520000.0,520000.0,520000.0,520000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,패밀리,2026-05-06,,,,,,,,,,,,191000.0,174000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,패밀리,2026-05-08,,227000.0,227000.0,227000.0,227000.0,227000.0,227000.0,227000.0,227000.0,227000.0,227000.0,227000.0,227000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,패밀리,2026-05-09,,273000.0,273000.0,273000.0,273000.0,273000.0,273000.0,273000.0,273000.0,273000.0,273000.0,273000.0,273000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,패밀리,2026-05-13,,,,,,,,,,,,191000.0,191000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,패밀리,2026-05-15,,227000.0,227000.0,225000.0,225000.0,225000.0,225000.0,225000.0,225000.0,225000.0,225000.0,225000.0,225000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,패밀리,2026-05-16,,,,270000.0,270000.0,270000.0,270000.0,270000.0,270000.0,270000.0,270000.0,270000.0,270000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,패밀리,2026-05-20,,,,,,,,,,,,191000.0,191000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,패밀리,2026-05-22,,,,,,270000.0,270000.0,270000.0,270000.0,270000.0,270000.0,270000.0,270000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,패밀리,2026-05-23,,,,,,,380000.0,380000.0,380000.0,380000.0,380000.0,380000.0,380000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,패밀리,2026-05-27,,,,,,,,,,,,191000.0,191000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/HotelPass,패밀리,2026-05-29,,,,,,,,,,,,,237000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,빌라,2026-04-24,,,,156624.0,156624.0,156624.0,156624.0,156624.0,156624.0,156624.0,156624.0,156624.0,156624.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,빌라,2026-04-25,,,,174626.0,174626.0,174626.0,174626.0,174626.0,174626.0,174626.0,174626.0,174626.0,174626.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,빌라,2026-04-29,,,,,,,,,,,,130189.0,130189.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,빌라,2026-05-02,,432001.0,432001.0,,,,,,,,,,
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,빌라,2026-05-06,,,,,,,,,,,,138868.0,138868.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,빌라,2026-05-08,,165625.0,165625.0,165625.0,165625.0,165625.0,165625.0,165625.0,165625.0,165625.0,165625.0,165625.0,165625.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,빌라,2026-05-09,,183628.0,183628.0,183628.0,183628.0,183628.0,183628.0,183628.0,183628.0,183628.0,183628.0,183628.0,183628.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,빌라,2026-05-13,,,,,,,,,,,,166516.0,163375.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,빌라,2026-05-15,,165625.0,165625.0,165625.0,165625.0,165625.0,165625.0,165625.0,165625.0,165625.0,165625.0,165625.0,165625.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,빌라,2026-05-16,,183628.0,183628.0,183628.0,183628.0,183628.0,183628.0,183628.0,183628.0,183628.0,183628.0,183628.0,183628.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,빌라,2026-05-20,,,,,,,,,,,,146880.0,146880.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,빌라,2026-05-22,,,,,,182219.0,182219.0,182219.0,182219.0,180484.0,180484.0,180484.0,180484.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,빌라,2026-05-24,,,,,,,,389091.0,389091.0,378182.0,378182.0,378182.0,331854.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,빌라,2026-05-27,,,,,,,,,,,,,140204.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,빌라,2026-05-29,,,,,,,,,,,,,197880.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스위트,2026-04-24,,,,136821.0,136821.0,136821.0,136821.0,136821.0,136821.0,136821.0,136821.0,136821.0,136821.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스위트,2026-04-25,,,,154823.0,154823.0,154823.0,154823.0,154823.0,154823.0,154823.0,154823.0,154823.0,154823.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스위트,2026-04-29,,,,,,,,,,,,108973.0,108973.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스위트,2026-05-01,,,,,459655.0,459655.0,459655.0,459655.0,459655.0,459655.0,459655.0,459655.0,459655.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스위트,2026-05-02,,350099.0,350099.0,522001.0,522001.0,522001.0,522001.0,522001.0,522001.0,522001.0,522001.0,522001.0,522001.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스위트,2026-05-06,,,,,,,,,,,,117652.0,117652.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스위트,2026-05-08,,145822.0,145822.0,145822.0,145822.0,145822.0,145822.0,145822.0,145822.0,145822.0,145822.0,145822.0,145822.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스위트,2026-05-09,,163825.0,163825.0,163825.0,163825.0,163825.0,163825.0,163825.0,163825.0,163825.0,163825.0,163825.0,163825.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스위트,2026-05-13,,,,,,,,,,,,166516.0,163375.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스위트,2026-05-15,,145822.0,145822.0,145822.0,145822.0,145822.0,145822.0,145822.0,145822.0,145822.0,145822.0,145822.0,145822.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스위트,2026-05-16,,163825.0,163825.0,163825.0,163825.0,163825.0,163825.0,163825.0,163825.0,163825.0,163825.0,163825.0,163825.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스위트,2026-05-20,,,,,,,,,,,,124440.0,124440.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스위트,2026-05-22,,,,,,161555.0,161555.0,161555.0,161555.0,160016.0,160016.0,160016.0,160016.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스위트,2026-05-23,,,,,,,,371318.0,371318.0,371318.0,371318.0,371318.0,371318.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스위트,2026-05-27,,,,,,,,,,,,,118784.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스위트,2026-05-29,,,,,,,,,,,,,175440.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-04-24,,111682.0,111682.0,111682.0,111682.0,111682.0,111682.0,111682.0,111682.0,111682.0,111682.0,111682.0,111682.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-04-25,,130559.0,130559.0,130559.0,130559.0,130559.0,130559.0,130559.0,130559.0,130559.0,130559.0,130559.0,130559.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-04-29,,,,,,,,,,,,85828.0,85828.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-05-01,,,,,,307400.0,307400.0,307400.0,307400.0,307400.0,307400.0,307400.0,307400.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-05-02,,305100.0,305100.0,,,,359999.0,359999.0,359999.0,359999.0,359999.0,359999.0,359999.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-05-06,,,,,,,,,,,,85828.0,85828.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-05-08,,121166.0,121166.0,121166.0,121166.0,121166.0,121166.0,121166.0,121166.0,121166.0,121166.0,121166.0,121166.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-05-09,,139952.0,139952.0,139952.0,139952.0,139952.0,139952.0,139952.0,139952.0,139952.0,139952.0,139952.0,139952.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-05-13,,,,,,,,,,,,106482.0,93600.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-05-15,,121166.0,121166.0,121166.0,121166.0,121166.0,121166.0,121166.0,121166.0,121166.0,121166.0,121166.0,121166.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-05-16,,139952.0,139952.0,139952.0,139952.0,139952.0,139952.0,139952.0,139952.0,139952.0,139952.0,139952.0,139952.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-05-20,,,,,,,,,,,,90780.0,90780.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-05-22,,,,,,135999.0,135999.0,135999.0,134704.0,134704.0,134704.0,134704.0,134047.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-05-23,,,,,,,323591.0,323591.0,323591.0,323591.0,323591.0,323591.0,300891.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-05-24,,,,,,,,437727.0,437727.0,425455.0,323591.0,323591.0,285054.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-05-27,,,,,,,,,,,,86654.0,86654.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,스탠다드,2026-05-29,,,,,,,,,,,,,141780.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,패밀리,2026-04-24,,,,240544.0,240544.0,240544.0,240544.0,240544.0,240544.0,240544.0,240544.0,240544.0,240544.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,패밀리,2026-04-25,,,,,,,,242835.0,242835.0,242835.0,242835.0,242835.0,242835.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,패밀리,2026-04-29,,,,,,,,,,,,230312.0,230312.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,패밀리,2026-05-02,,414000.0,414000.0,,,,,,,,,,
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,패밀리,2026-05-06,,,,,,,,,,,,168764.0,168764.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,패밀리,2026-05-08,,198784.0,198784.0,198784.0,198784.0,198784.0,198784.0,198784.0,198784.0,198784.0,198784.0,198784.0,198784.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,패밀리,2026-05-09,,239352.0,239352.0,239352.0,239352.0,239352.0,239352.0,239352.0,239352.0,239352.0,239352.0,239352.0,239352.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,패밀리,2026-05-13,,,,,,,,,,,,172009.0,168480.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,패밀리,2026-05-15,,198784.0,198784.0,198784.0,198784.0,198784.0,198784.0,198784.0,198784.0,198784.0,198784.0,198784.0,198784.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,패밀리,2026-05-16,,239352.0,239352.0,239352.0,239352.0,239352.0,239352.0,239352.0,239352.0,239352.0,239352.0,239352.0,239352.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,패밀리,2026-05-20,,,,,,,,,,,,178500.0,178200.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,패밀리,2026-05-22,,,,,,243409.0,243409.0,243409.0,243409.0,241091.0,241091.0,241091.0,241091.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,패밀리,2026-05-23,,,,,,,,362728.0,362728.0,362728.0,362728.0,362728.0,330531.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,패밀리,2026-05-27,,,,,,,,,,,,,170100.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Hotels.com,패밀리,2026-05-29,,,,,,,,,,,,,221000.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Trip.com,빌라,2026-04-24,,218005.0,218005.0,223513.0,223513.0,193424.0,193396.0,193396.0,193396.0,193396.0,193396.0,193396.0,193396.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Trip.com,빌라,2026-04-25,,255000.0,255000.0,248963.0,248963.0,248963.0,199410.0,190430.0,190430.0,190430.0,190430.0,190430.0,190430.0
소노벨 비발디파크,휘닉스 리조트 평창,네이버호텔/Trip.com,빌라,2026-04-29,,,,,,,,,,,,186236.0,186236.0
