property_name,competitor_name,ota,room_category,checkin_date,2026-04-17,2026-04-18,2026-04-19,2026-04-20,2026-04-21,2026-04-22,2026-04-23,2026-04-24,2026-04-25,2026-04-26,2026-04-27,2026-04-28,2026-04-29
소노캄 고양,소노캄 고양,Trip.com,패밀리,2026-05-22,,,,,,192207.0,192207.0,192013.0,192013.0,201963.0,201373.0,192368.0,192242.0
소노캄 고양,소노캄 고양,Trip.com,패밀리,2026-05-23,,,,,,,,192111.0,192111.0,201963.0,201373.0,202406.0,191486.0
소노캄 고양,소노캄 고양,Trip.com,패밀리,2026-05-24,,,,,,,,168944.0,168944.0,201963.0,201373.0,202406.0,192223.0
소노캄 고양,소노캄 고양,Trip.com,패밀리,2026-05-27,,,,,,,,,,,,182168.0,174971.0
소노캄 고양,소노캄 고양,Trip.com,패밀리,2026-05-29,,,,,,,,,,,,,168938.0
소노캄 고양,소노캄 고양,야놀자,스위트,2026-04-24,287000.0,288000.0,288000.0,286000.0,285000.0,285000.0,283000.0,,,,,,
소노캄 고양,소노캄 고양,야놀자,스위트,2026-04-25,353000.0,354000.0,354000.0,352000.0,351000.0,351000.0,349000.0,348000.0,,,,,
소노캄 고양,소노캄 고양,야놀자,스위트,2026-04-29,,,,,,,,,,,,268000.0,
소노캄 고양,소노캄 고양,야놀자,스위트,2026-05-01,288000.0,288000.0,288000.0,288000.0,288000.0,288000.0,313000.0,313000.0,313000.0,313000.0,,,
소노캄 고양,소노캄 고양,야놀자,스위트,2026-05-02,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,408000.0,408000.0,408000.0,354000.0,,,
소노캄 고양,소노캄 고양,야놀자,스위트,2026-05-06,,,,,,,,,,,,288000.0,288000.0
소노캄 고양,소노캄 고양,야놀자,스위트,2026-05-08,288000.0,288000.0,288000.0,288000.0,288000.0,288000.0,288000.0,288000.0,288000.0,288000.0,288000.0,288000.0,288000.0
소노캄 고양,소노캄 고양,야놀자,스위트,2026-05-09,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0
소노캄 고양,소노캄 고양,야놀자,스위트,2026-05-13,,,,,,,,,,,,288000.0,288000.0
소노캄 고양,소노캄 고양,야놀자,스위트,2026-05-15,306000.0,306000.0,306000.0,306000.0,306000.0,306000.0,306000.0,306000.0,306000.0,306000.0,306000.0,306000.0,306000.0
소노캄 고양,소노캄 고양,야놀자,스위트,2026-05-16,374000.0,374000.0,374000.0,374000.0,374000.0,374000.0,374000.0,374000.0,374000.0,374000.0,374000.0,374000.0,374000.0
소노캄 고양,소노캄 고양,야놀자,스위트,2026-05-20,,,,,,,,,,,,288000.0,288000.0
소노캄 고양,소노캄 고양,야놀자,스위트,2026-05-22,,,,,,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0
소노캄 고양,소노캄 고양,야놀자,스위트,2026-05-23,,,,,,,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0
소노캄 고양,소노캄 고양,야놀자,스위트,2026-05-24,,,,,,,,354000.0,,354000.0,354000.0,354000.0,354000.0
소노캄 고양,소노캄 고양,야놀자,스위트,2026-05-27,,,,,,,,,,,,288000.0,288000.0
소노캄 고양,소노캄 고양,야놀자,스위트,2026-05-29,,,,,,,,,,,,,288000.0
소노캄 고양,소노캄 고양,야놀자,스위트,2026-04-18,353000.0,,,,,,,,,,,,
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-04-24,187000.0,188000.0,188000.0,186000.0,185000.0,185000.0,183000.0,,,,,,
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-04-25,236000.0,237000.0,237000.0,235000.0,234000.0,234000.0,232000.0,231000.0,,,,,
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-04-29,,,,,,,,,,,,185000.0,
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-05-01,188000.0,188000.0,188000.0,188000.0,252000.0,252000.0,252000.0,188000.0,252000.0,252000.0,,,265000.0
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-05-02,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-05-06,,,,,,,,,,,,188000.0,188000.0
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-05-08,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-05-09,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-05-13,,,,,,,,,,,,188000.0,188000.0
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-05-15,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-05-16,257000.0,257000.0,257000.0,257000.0,257000.0,257000.0,257000.0,257000.0,257000.0,257000.0,257000.0,257000.0,257000.0
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-05-20,,,,,,,,,,,,188000.0,188000.0
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-05-22,,,,,,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-05-23,,,,,,,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0,237000.0
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-05-24,,,,,,,,237000.0,,237000.0,237000.0,237000.0,237000.0
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-05-27,,,,,,,,,,,,188000.0,188000.0
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-05-29,,,,,,,,,,,,,188000.0
소노캄 고양,소노캄 고양,야놀자,패밀리,2026-04-18,236000.0,,,,,,,,,,,,
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,디럭스,2026-04-24,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,디럭스,2026-04-25,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,디럭스,2026-04-29,,,,,,,,,,,,139400.0,139400.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,디럭스,2026-05-01,233600.0,233600.0,233600.0,233600.0,183960.0,183960.0,183960.0,183960.0,183960.0,183960.0,183960.0,183960.0,183960.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,디럭스,2026-05-02,,,,252800.0,252800.0,252800.0,252800.0,252800.0,252800.0,252800.0,252800.0,252800.0,252800.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,디럭스,2026-05-06,,,,,,,,,,,,137500.0,137500.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,디럭스,2026-05-08,175200.0,175200.0,175200.0,175200.0,175200.0,175200.0,175200.0,175200.0,175200.0,175200.0,139400.0,137500.0,137500.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,디럭스,2026-05-09,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0,184800.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,디럭스,2026-05-13,,,,,,,,,,,,167470.0,167470.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,디럭스,2026-05-15,233600.0,233600.0,233600.0,233600.0,233600.0,233600.0,233600.0,233600.0,233600.0,233600.0,233600.0,233600.0,233600.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,디럭스,2026-05-16,252800.0,252800.0,252800.0,252800.0,252800.0,252800.0,252800.0,252800.0,252800.0,252800.0,252800.0,252800.0,252800.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,디럭스,2026-05-20,,,,,,,,,,,,186746.0,186746.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,디럭스,2026-05-24,,,,,,,,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,디럭스,2026-05-27,,,,,,,,,,,,167470.0,167470.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,디럭스,2026-05-29,,,,,,,,,,,,,206479.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,디럭스,2026-04-18,199064.0,,,,,,,,,,,,
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스위트,2026-04-24,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스위트,2026-04-25,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스위트,2026-04-29,,,,,,,,,,,,239440.0,239440.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스위트,2026-05-01,360000.0,359688.0,359688.0,360000.0,360000.0,360000.0,360000.0,360000.0,360000.0,360000.0,360000.0,360000.0,360000.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스위트,2026-05-06,,,,,,,,,,,,233749.0,233749.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스위트,2026-05-08,301600.0,301600.0,301600.0,301600.0,301600.0,301600.0,301600.0,301600.0,301600.0,301600.0,239440.0,233749.0,233749.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스위트,2026-05-09,312000.0,311893.0,311893.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스위트,2026-05-13,,,,,,,,,,,,292585.0,292585.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스위트,2026-05-15,360000.0,360000.0,360000.0,360000.0,360000.0,360000.0,360000.0,360000.0,360000.0,360000.0,360000.0,360000.0,360000.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스위트,2026-05-16,380000.0,380000.0,380000.0,380000.0,380000.0,380000.0,380000.0,380000.0,380000.0,380000.0,380000.0,380000.0,380000.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스위트,2026-05-20,,,,,,,,,,,,312755.0,312755.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스위트,2026-05-24,,,,,,,,233600.0,233600.0,233600.0,233600.0,233600.0,233600.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스위트,2026-05-27,,,,,,,,,,,,292585.0,292585.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스위트,2026-05-29,,,,,,,,,,,,,332516.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-04-24,145600.0,145076.0,145076.0,145482.0,145482.0,145482.0,145482.0,145482.0,145482.0,145482.0,145482.0,145482.0,145482.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-04-25,145600.0,145076.0,145076.0,145600.0,145600.0,145600.0,145600.0,145600.0,145600.0,145600.0,145600.0,145600.0,145600.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-04-29,,,,,,,,,,,,109060.0,109060.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-05-01,194400.0,192593.0,192593.0,194236.0,140250.0,140250.0,140250.0,140250.0,140250.0,140250.0,140250.0,140250.0,140250.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-05-02,214400.0,224053.0,224053.0,223672.0,223672.0,223672.0,223672.0,223672.0,223672.0,223672.0,223672.0,223672.0,223672.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-05-06,,,,,,,,,,,,106083.0,106083.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-05-08,136000.0,135466.0,135466.0,135887.0,135887.0,135887.0,135887.0,135887.0,135887.0,135887.0,109060.0,106083.0,106083.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-05-09,145600.0,144555.0,144555.0,145482.0,145482.0,145482.0,145482.0,145482.0,145482.0,145482.0,145482.0,145269.0,145269.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-05-13,,,,,,,,,,,,126155.0,126155.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-05-15,194400.0,193590.0,193590.0,194400.0,194400.0,194400.0,194400.0,194400.0,194400.0,194400.0,194400.0,193865.0,193865.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-05-16,214400.0,213710.0,213710.0,214400.0,214400.0,214400.0,214400.0,214400.0,214400.0,214400.0,214400.0,214051.0,214051.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-05-20,,,,,,,,,,,,145269.0,145269.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-05-22,,,,,,268912.0,234600.0,194400.0,194400.0,194400.0,194400.0,194400.0,194400.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-05-23,,,,,,,274897.0,271492.0,214400.0,214400.0,214400.0,214400.0,214400.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-05-24,,,,,,,,106400.0,106400.0,106400.0,106400.0,106083.0,106083.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-05-27,,,,,,,,,,,,126155.0,126155.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-05-29,,,,,,,,,,,,,201480.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,스탠다드,2026-04-18,155200.0,,,,,,,,,,,,
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,패밀리,2026-04-24,224000.0,222984.0,222984.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,패밀리,2026-04-25,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,패밀리,2026-04-29,,,,,,,,,,,,169740.0,169740.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,패밀리,2026-05-01,272800.0,272800.0,272800.0,272800.0,272800.0,272800.0,272800.0,272800.0,272800.0,272800.0,272800.0,272800.0,272800.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,패밀리,2026-05-02,,,,,331200.0,331200.0,331200.0,331200.0,331200.0,331200.0,331200.0,331200.0,331200.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,패밀리,2026-05-06,,,,,,,,,,,,169740.0,169740.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,패밀리,2026-05-08,214400.0,214400.0,214400.0,214400.0,214400.0,214400.0,214400.0,214400.0,214400.0,214400.0,169740.0,169740.0,169740.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,패밀리,2026-05-09,231947.0,,,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,패밀리,2026-05-13,,,,,,,,,,,,209100.0,209100.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,패밀리,2026-05-15,272800.0,272800.0,272800.0,272800.0,272800.0,272800.0,272800.0,272800.0,272800.0,272800.0,272800.0,272800.0,272800.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,패밀리,2026-05-16,,,,292000.0,292000.0,292000.0,292000.0,292000.0,292000.0,292000.0,292000.0,292000.0,292000.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,패밀리,2026-05-20,,,,,,,,,,,,229600.0,229600.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,패밀리,2026-05-24,,,,,,,,165600.0,165600.0,165600.0,165600.0,165600.0,165600.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,패밀리,2026-05-27,,,,,,,,,,,,209100.0,209100.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,패밀리,2026-05-29,,,,,,,,,,,,,249280.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Agoda,패밀리,2026-04-18,241835.0,,,,,,,,,,,,
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,디럭스,2026-04-24,189420.0,,,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,디럭스,2026-04-25,,,,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,디럭스,2026-04-29,,,,,,,,,,,,139400.0,139400.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,디럭스,2026-05-01,239440.0,239440.0,239440.0,239440.0,239440.0,239440.0,239440.0,239440.0,239440.0,239440.0,239440.0,239440.0,239440.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,디럭스,2026-05-02,,,,,299300.0,299300.0,299300.0,299300.0,299300.0,299300.0,299300.0,299300.0,299300.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,디럭스,2026-05-06,,,,,,,,,,,,139400.0,139400.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,디럭스,2026-05-08,179580.0,179580.0,179580.0,179580.0,179580.0,179580.0,179580.0,179580.0,179580.0,179580.0,139400.0,139400.0,139400.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,디럭스,2026-05-09,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0,189420.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,디럭스,2026-05-13,,,,,,,,,,,,169740.0,169740.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,디럭스,2026-05-15,239440.0,239440.0,239440.0,239440.0,239440.0,239440.0,239440.0,239440.0,239440.0,239440.0,239440.0,239440.0,239440.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,디럭스,2026-05-16,259120.0,259120.0,259120.0,259120.0,259120.0,259120.0,259120.0,259120.0,259120.0,259120.0,259120.0,259120.0,259120.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,디럭스,2026-05-20,,,,,,,,,,,,189420.0,189420.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,디럭스,2026-05-24,,,,,,,,,,139400.0,139400.0,139400.0,139400.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,디럭스,2026-05-27,,,,,,,,,,,,169740.0,169740.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,디럭스,2026-05-29,,,,,,,,,,,,,209100.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스위트,2026-04-24,319800.0,,,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스위트,2026-04-25,,,,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스위트,2026-04-29,,,,,,,,,,,,239440.0,239440.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스위트,2026-05-01,369000.0,369000.0,369000.0,369000.0,369000.0,369000.0,369000.0,369000.0,369000.0,369000.0,369000.0,369000.0,369000.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스위트,2026-05-06,,,,,,,,,,,,239440.0,239440.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스위트,2026-05-08,309140.0,309140.0,309140.0,309140.0,309140.0,309140.0,309140.0,309140.0,309140.0,309140.0,239440.0,239440.0,239440.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스위트,2026-05-09,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0,319800.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스위트,2026-05-13,,,,,,,,,,,,299300.0,299300.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스위트,2026-05-15,369000.0,369000.0,369000.0,369000.0,369000.0,369000.0,369000.0,369000.0,369000.0,369000.0,369000.0,369000.0,369000.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스위트,2026-05-16,389500.0,389500.0,389500.0,389500.0,389500.0,389500.0,389500.0,389500.0,389500.0,389500.0,389500.0,389500.0,389500.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스위트,2026-05-20,,,,,,,,,,,,319800.0,319800.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스위트,2026-05-24,,,,,,,,,,239440.0,239440.0,239440.0,239440.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스위트,2026-05-27,,,,,,,,,,,,299300.0,299300.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스위트,2026-05-29,,,,,,,,,,,,,339481.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-04-24,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-04-25,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-04-29,,,,,,,,,,,,109060.0,109060.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-05-01,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-05-02,248237.0,244559.0,244559.0,244559.0,244559.0,244559.0,244559.0,244559.0,244559.0,244559.0,244559.0,244559.0,244559.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-05-06,,,,,,,,,,,,109060.0,109060.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-05-08,139400.0,139400.0,139400.0,139400.0,139400.0,139400.0,139400.0,139400.0,139400.0,139400.0,109060.0,109060.0,109060.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-05-09,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0,149240.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-05-13,,,,,,,,,,,,129559.0,129559.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-05-15,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-05-16,219759.0,219759.0,219759.0,219759.0,219759.0,219759.0,219759.0,219759.0,219759.0,219759.0,219759.0,219759.0,219759.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-05-20,,,,,,,,,,,,149240.0,149240.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-05-22,,,,,,,228358.0,199260.0,199260.0,199260.0,199260.0,199260.0,199260.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-05-23,,,,,,,,219759.0,219759.0,219759.0,219759.0,219759.0,219759.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-05-24,,,,,,,,109060.0,109060.0,109060.0,109060.0,109060.0,109060.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-05-27,,,,,,,,,,,,129559.0,129559.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-05-29,,,,,,,,,,,,,192829.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,스탠다드,2026-04-18,159081.0,,,,,,,,,,,,
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,패밀리,2026-04-24,229600.0,,,229600.0,229600.0,229600.0,229600.0,229600.0,229600.0,229600.0,229600.0,229600.0,229600.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,패밀리,2026-04-25,,,,229600.0,229600.0,229600.0,229600.0,229600.0,229600.0,229600.0,229600.0,229600.0,229600.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,패밀리,2026-04-29,,,,,,,,,,,,169740.0,169740.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,패밀리,2026-05-01,279620.0,279620.0,279620.0,,279620.0,279620.0,279620.0,279620.0,279620.0,279620.0,279620.0,279620.0,279620.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,패밀리,2026-05-02,,,,,339481.0,339481.0,339481.0,339481.0,339481.0,339481.0,339481.0,339481.0,339481.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,패밀리,2026-05-06,,,,,,,,,,,,169740.0,169740.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,패밀리,2026-05-08,219759.0,219759.0,219759.0,219759.0,219759.0,219759.0,219759.0,219759.0,219759.0,219759.0,169740.0,169740.0,169740.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,패밀리,2026-05-09,248237.0,,,,,,,,,,229600.0,229600.0,229600.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,패밀리,2026-05-13,,,,,,,,,,,,209100.0,209100.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,패밀리,2026-05-15,279620.0,279620.0,279620.0,279620.0,279620.0,279620.0,279620.0,279620.0,279620.0,279620.0,279620.0,279620.0,279620.0
소노캄 고양,킨텍스 바이 케이트리,네이버호텔/Hotels.com,패밀리,2026-05-16,,,,,,,,,,,,299300.0,299300.0
