property_name,channel,course_name,play_date,time_of_day,2026-04-18,2026-04-20,2026-04-21,2026-04-22,2026-04-24,2026-04-26,2026-04-27
소노펠리체CC 하이퐁,몽키트래블,빈펄 골프 하이퐁,2026-05-07,오후,,,,,127801.0,127801.0,127394.0
소노펠리체CC 하이퐁,몽키트래블,빈펄 골프 하이퐁,2026-05-08,오전,,,,,127801.0,127801.0,127394.0
소노펠리체CC 하이퐁,몽키트래블,빈펄 골프 하이퐁,2026-05-08,오후,,,,,127801.0,127801.0,127394.0
소노펠리체CC 하이퐁,몽키트래블,빈펄 골프 하이퐁,2026-05-09,오전,,,,,,167519.0,166985.0
소노펠리체CC 하이퐁,몽키트래블,빈펄 골프 하이퐁,2026-05-09,오후,,,,,,167519.0,166985.0
소노펠리체CC 하이퐁,몽키트래블,빈펄 골프 하이퐁,2026-05-10,오전,,,,,,167519.0,166985.0
소노펠리체CC 하이퐁,몽키트래블,빈펄 골프 하이퐁,2026-05-10,오후,,,,,,167519.0,166985.0
소노펠리체CC 하이퐁,몽키트래블,빈펄 골프 하이퐁,2026-05-11,오전,,,,,,,127394.0
소노펠리체CC 하이퐁,몽키트래블,빈펄 골프 하이퐁,2026-05-11,오후,,,,,,,127394.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-19,오전,177219.0,,,,,,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-19,오후,177219.0,,,,,,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-20,오전,146664.0,,,,,,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-20,오후,146664.0,,,,,,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-21,오전,146664.0,145965.0,,,,,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-21,오후,146664.0,145965.0,,,,,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-22,오전,146664.0,145965.0,145267.0,,,,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-22,오후,146664.0,145965.0,145267.0,,,,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-23,오전,146664.0,145965.0,145267.0,146431.0,,,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-23,오후,146664.0,145965.0,145267.0,146431.0,,,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-24,오전,146664.0,145965.0,145267.0,146431.0,,,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-24,오후,146664.0,145965.0,145267.0,146431.0,,,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-25,오전,177219.0,176375.0,175531.0,176937.0,176656.0,,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-25,오후,177219.0,176375.0,175531.0,176937.0,176656.0,,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-26,오전,177219.0,176375.0,175531.0,176937.0,176656.0,,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-26,오후,177219.0,176375.0,175531.0,176937.0,176656.0,,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-27,오전,177219.0,176375.0,175531.0,176937.0,176656.0,176656.0,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-27,오후,177219.0,176375.0,175531.0,176937.0,176656.0,176656.0,
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-28,오전,146664.0,145965.0,145267.0,146431.0,146198.0,146198.0,145732.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-28,오후,146664.0,145965.0,145267.0,146431.0,146198.0,146198.0,145732.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-29,오전,146664.0,145965.0,145267.0,146431.0,146198.0,146198.0,145732.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-29,오후,146664.0,145965.0,145267.0,146431.0,146198.0,146198.0,145732.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-30,오전,177219.0,176375.0,175531.0,176937.0,176656.0,176656.0,176093.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-04-30,오후,177219.0,176375.0,175531.0,176937.0,176656.0,176656.0,176093.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-01,오전,177219.0,176375.0,175531.0,176937.0,176656.0,176656.0,176093.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-01,오후,177219.0,176375.0,175531.0,176937.0,176656.0,176656.0,176093.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-02,오전,177219.0,176375.0,175531.0,176937.0,176656.0,176656.0,176093.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-02,오후,177219.0,176375.0,175531.0,176937.0,176656.0,176656.0,176093.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-03,오전,,176375.0,175531.0,176937.0,176656.0,176656.0,176093.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-03,오후,,176375.0,175531.0,176937.0,176656.0,176656.0,176093.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-04,오전,,145965.0,145267.0,146431.0,146198.0,146198.0,145732.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-04,오후,,145965.0,145267.0,146431.0,146198.0,146198.0,145732.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-05,오전,,,175531.0,176937.0,176656.0,176656.0,176093.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-05,오후,,,175531.0,176937.0,176656.0,176656.0,176093.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-06,오전,,,,146431.0,146198.0,146198.0,145732.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-06,오후,,,,146431.0,146198.0,146198.0,145732.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-07,오전,,,,,146198.0,146198.0,145732.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-07,오후,,,,,146198.0,146198.0,145732.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-08,오전,,,,,146198.0,146198.0,145732.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-08,오후,,,,,146198.0,146198.0,145732.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-09,오전,,,,,,176656.0,176093.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-09,오후,,,,,,176656.0,176093.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-10,오전,,,,,,176656.0,176093.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-10,오후,,,,,,176656.0,176093.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-11,오전,,,,,,,145732.0
소노펠리체CC 하이퐁,몽키트래블,소노펠리체CC 하이퐁,2026-05-11,오후,,,,,,,145732.0
